0.000000	-12.329408	-12.454549	26.679129
0.000500	-12.331145	-12.449653	26.693499
0.001000	-12.348989	-12.446653	26.680235
0.001500	-12.333198	-12.434495	26.701552
0.002000	-12.342041	-12.444127	26.689709
0.002500	-12.332566	-12.444127	26.690341
0.003000	-12.330514	-12.446180	26.688761
0.003500	-12.343462	-12.447285	26.700131
0.004000	-12.350252	-12.445706	26.688761
0.004500	-12.342357	-12.452496	26.680077
0.005000	-12.328619	-12.444601	26.685919
0.005500	-12.305091	-12.463075	26.697446
0.006000	-12.320408	-12.442390	26.681656
0.006500	-12.312039	-12.459917	26.692709
0.007000	-12.334146	-12.463391	26.691130
0.007500	-12.332251	-12.437179	26.693183
0.008000	-12.326882	-12.445548	26.691446
0.008500	-12.337462	-12.437495	26.721448
0.009000	-12.335409	-12.439232	26.681182
0.009500	-12.350884	-12.429915	26.669497
0.010000	-12.334619	-12.430705	26.685603
0.010500	-12.329724	-12.453917	26.701710
0.011000	-12.334461	-12.443969	26.693025
0.011500	-12.341093	-12.448074	26.689235
0.012000	-12.328777	-12.436232	26.673129
0.012500	-12.334619	-12.453127	26.705184
0.013000	-12.348515	-12.459286	26.691762
0.013500	-12.347883	-12.433073	26.690183
0.014000	-12.343462	-12.440337	26.692709
0.014500	-12.328145	-12.452338	26.693499
0.015000	-12.335567	-12.445864	26.692709
0.015500	-12.338883	-12.450443	26.692709
0.016000	-12.327514	-12.449969	26.693499
0.016500	-12.336988	-12.448232	26.705026
0.017000	-12.347410	-12.453127	26.692551
0.017500	-12.338251	-12.450285	26.685761
0.018000	-12.345515	-12.456759	26.685603
0.018500	-12.341093	-12.463865	26.693657
0.019000	-12.342515	-12.452338	26.674550
0.019500	-12.336988	-12.454549	26.684498
0.020000	-12.346620	-12.443653	26.684498
0.020500	-12.359568	-12.452180	26.693499
0.021000	-12.344094	-12.452338	26.693341
0.021500	-12.349462	-12.461812	26.698236
0.022000	-12.356568	-12.455496	26.713553
0.022500	-12.356568	-12.455022	26.687498
0.023000	-12.354831	-12.439232	26.697920
0.023500	-12.343462	-12.452654	26.685761
0.024000	-12.356884	-12.445864	26.707868
0.024500	-12.346462	-12.438442	26.693025
0.025000	-12.366516	-12.455812	26.697446
0.025500	-12.364148	-12.463865	26.689551
0.026000	-12.364621	-12.464654	26.684182
0.026500	-12.342357	-12.450601	26.690814
0.027000	-12.355621	-12.442232	26.698552
0.027500	-12.365727	-12.450601	26.697130
0.028000	-12.364621	-12.452812	26.726817
0.028500	-12.365253	-12.447759	26.715132
0.029000	-12.360674	-12.445706	26.692393
0.029500	-12.365569	-12.435916	26.679919
0.030000	-12.368727	-12.439705	26.680235
0.030500	-12.356410	-12.445390	26.703447
0.031000	-12.387360	-12.453285	26.699973
0.031500	-12.360200	-12.451548	26.704552
0.032000	-12.361305	-12.455338	26.696815
0.032500	-12.371885	-12.451864	26.682129
0.033000	-12.361937	-12.444127	26.696815
0.033500	-12.353568	-12.440495	26.692867
0.034000	-12.367621	-12.453443	26.691762
0.034500	-12.361621	-12.446495	26.710395
0.035000	-12.341725	-12.460391	26.706447
0.035500	-12.359568	-12.456286	26.690183
0.036000	-12.369674	-12.442232	26.686709
0.036500	-12.373464	-12.446495	26.712131
0.037000	-12.381043	-12.455022	26.702657
0.037500	-12.370148	-12.446811	26.688446
0.038000	-12.350094	-12.470023	26.703605
0.038500	-12.360200	-12.449180	26.699341
0.039000	-12.357516	-12.449496	26.692867
0.039500	-12.363042	-12.447285	26.694762
0.040000	-12.361305	-12.439548	26.687340
0.040500	-12.380570	-12.446653	26.697920
0.041000	-12.369201	-12.455022	26.715290
0.041500	-12.360358	-12.442548	26.707552
0.042000	-12.366674	-12.439548	26.699025
0.042500	-12.351989	-12.435916	26.701868
0.043000	-12.348199	-12.442864	26.692235
0.043500	-12.349778	-12.444127	26.696973
0.044000	-12.345831	-12.446969	26.692867
0.044500	-12.351673	-12.445548	26.693025
0.045000	-12.353094	-12.425810	26.699973
0.045500	-12.344567	-12.448548	26.687025
0.046000	-12.357200	-12.440179	26.702341
0.046500	-12.351515	-12.459759	26.703605
0.047000	-12.340146	-12.455654	26.692235
0.047500	-12.340620	-12.454391	26.705973
0.048000	-12.349936	-12.444285	26.688446
0.048500	-12.344094	-12.447917	26.699815
0.049000	-12.343936	-12.432758	26.699183
0.049500	-12.350726	-12.434495	26.683235
0.050000	-12.330356	-12.451548	26.702341
0.050500	-12.353094	-12.467181	26.681182
0.051000	-12.350726	-12.447443	26.688604
0.051500	-12.331303	-12.451233	26.678024
0.052000	-12.338409	-12.442548	26.697288
0.052500	-12.339672	-12.453601	26.696499
0.053000	-12.329882	-12.444758	26.675813
0.053500	-12.322934	-12.437337	26.692077
0.054000	-12.327356	-12.449811	26.688446
0.054500	-12.327987	-12.454391	26.704552
0.055000	-12.327198	-12.445864	26.695551
0.055500	-12.334619	-12.455654	26.684024
0.056000	-12.333040	-12.441916	26.692551
0.056500	-12.350252	-12.447917	26.695393
0.057000	-12.344725	-12.438600	26.692235
0.057500	-12.319934	-12.462760	26.686709
0.058000	-12.319460	-12.454233	26.688130
0.058500	-12.334146	-12.453601	26.696183
0.059000	-12.325619	-12.449180	26.704236
0.059500	-12.313776	-12.443179	26.694762
0.060000	-12.325619	-12.455180	26.685761
0.060500	-12.334777	-12.454391	26.690025
0.061000	-12.337619	-12.456128	26.700289
0.061500	-12.324671	-12.446022	26.709921
0.062000	-12.331145	-12.448074	26.701710
0.062500	-12.330356	-12.455022	26.688130
0.063000	-12.338567	-12.442390	26.696499
